movieId,title,tmdb_id,overview,poster_url,genres,release_year,actors,directors
62,Mr. Holland's Opus (1995),2054,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",https://image.tmdb.org/t/p/w500/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,Drama|Music,1995,Richard Dreyfuss|Glenne Headly|Jay Thomas|Olympia Dukakis|William H. Macy,Stephen Herek
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),10607,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",https://image.tmdb.org/t/p/w500/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,Comedy|Crime,1996,Shawn Wayans|Marlon Wayans|Tracey Cherelle Jones|Chris Spencer|Vivica A. Fox,Paris Barclay
64,Two if by Sea (1996),19760,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",https://image.tmdb.org/t/p/w500/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,Comedy|Romance,1996,Sandra Bullock|Denis Leary|Yaphet Kotto|Stephen Dillane|Tracey Cherelle Jones,Bill Bennett
65,Bio-Dome (1996),9536,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",https://image.tmdb.org/t/p/w500/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,Comedy,1996,Pauly Shore|Stephen Baldwin|William Atherton|Joey Lauren Adams|Teresa Hill,Jason Bloom
66,Lawnmower Man 2: Beyond Cyberspace (1996),11525,"After being rescued from the ruins of Virtual Space Industries, Jobe is rebuilt and reconnected to virtual reality by corporate mogul Jonathan Walker. Years later, teenage hacker Peter Parkette helps Jobe locate Benjamin Trace, the original creator of virtual reality, only to uncover Jobe’s plan to launch a new world order using Walker’s tech. Now, Peter, Trace, Cori, and a band of runaways must stop Jobe and Walker before they enslave humanity through cyberspace.",https://image.tmdb.org/t/p/w500/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,Science Fiction|Horror|Action|Thriller,1996,Patrick Bergin|Matt Frewer|Austin O'Brien|Ely Pouget|Camille Cooper,Farhad Mann
67,Two Bits (1995),40628,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",https://image.tmdb.org/t/p/w500/ianK4zwR5Vv4JSDm3sNDh3kH86I.jpg,Drama|Family,1995,Jerry Barone|Al Pacino|Mary Elizabeth Mastrantonio|Joe Grifasi|Geoff Pierson,James Foley
68,French Twist (Gazon maudit) (1995),4482,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",https://image.tmdb.org/t/p/w500/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,Comedy|Romance,1995,Victoria Abril|Josiane Balasko|Alain Chabat|Ticky Holgado|Catherine Hiegel,Josiane Balasko
69,Friday (1995),10634,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",https://image.tmdb.org/t/p/w500/g57KcE8tbpp3RK3DlIhPkfA6DE2.jpg,Comedy|Drama,1995,Ice Cube|Chris Tucker|Nia Long|Tommy Lister Jr.|John Witherspoon,F. Gary Gray
70,From Dusk Till Dawn (1996),755,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",https://image.tmdb.org/t/p/w500/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg,Horror|Action|Thriller|Crime,1996,George Clooney|Quentin Tarantino|Harvey Keitel|Juliette Lewis|Ernest Liu,Robert Rodriguez
71,Fair Game (1995),11859,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",https://image.tmdb.org/t/p/w500/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,Action,1995,William Baldwin|Cindy Crawford|Steven Berkoff|Christopher McDonald|Miguel Sandoval,Andrew Sipes
72,Kicking and Screaming (1995),28387,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",https://image.tmdb.org/t/p/w500/ynAtSpTou7snNOq32djzILw9VCA.jpg,Comedy|Drama|Romance,1995,Josh Hamilton|Olivia D'Abo|Chris Eigeman|Parker Posey|Jason Wiles,Noah Baumbach
73,"Misérables, Les (1995)",48750,"In France during World War II, a poor and illiterate man, Henri Fortin, is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",https://image.tmdb.org/t/p/w500/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,Drama|History,1995,Jean-Paul Belmondo|Michel Boujenah|Alessandra Martines|Salomé Lelouch|Annie Girardot,Claude Lelouch
74,Bed of Roses (1996),20927,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",https://image.tmdb.org/t/p/w500/zCXvHCEm8334d0d646ldDkXnKws.jpg,Drama|Romance,1996,Christian Slater|Mary Stuart Masterson|Pamela Adlon|Josh Brolin|Brian Tarantina,Michael Goldenberg
75,Big Bully (1996),36929,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",https://image.tmdb.org/t/p/w500/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,Comedy,1996,Rick Moranis|Tom Arnold|Julianne Phillips|Carol Kane|Jeffrey Tambor,Steve Miner
76,Screamers (1995),9102,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",https://image.tmdb.org/t/p/w500/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,Horror|Science Fiction|War,1995,Peter Weller|Jennifer Rubin|Roy Dupuis|Andrew Lauer|Liliana Komorowska,Christian Duguay
77,Nico Icon (1995),124626,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",https://image.tmdb.org/t/p/w500/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,Documentary,1995,Nico|Tina Aumont|Christian Aaron Boulogne|Jackson Browne|Jim Morrison,Susanne Ofteringer
78,"Crossing Guard, The (1995)",27526,"Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death.",https://image.tmdb.org/t/p/w500/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,Drama|Thriller,1995,Jack Nicholson|David Morse|Anjelica Huston|Robin Wright|Piper Laurie,Sean Penn
79,"Juror, The (1996)",9623,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",https://image.tmdb.org/t/p/w500/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,Thriller|Crime|Drama,1996,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt|Anne Heche|James Gandolfini,Brian Gibson
80,"White Balloon, The (Badkonake sefid) (1995)",46785,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,https://image.tmdb.org/t/p/w500/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,Drama|Family,1995,Aida Mohammadkhani|Mohsen Kafili|Fereshteh Sadr Orafaee|Anna Borkowska|Mohammad Shahani,Jafar Panahi
81,Things to Do in Denver When You're Dead (1995),400,Five different criminals face imminent death after botching a job quite badly.,https://image.tmdb.org/t/p/w500/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,Drama|Crime,1995,Andy Garcia|Christopher Lloyd|William Forsythe|Bill Nunn|Treat Williams,Gary Fleder
82,Antonia's Line (Antonia) (1995),880,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",https://image.tmdb.org/t/p/w500/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,Drama|Comedy,1995,Willeke van Ammelrooy|Els Dottermans|Dora van der Groen|Veerle van Overloop|Carolien Spoor,Marleen Gorris
83,Once Upon a Time... When We Were Colored (1995),146599,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,https://image.tmdb.org/t/p/w500/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,Romance|Drama,1996,Al Freeman Jr.|Phylicia Rashād|Paula Kelly|Salli Richardson-Whitfield|Anna Maria Horsford,Tim Reid
84,Last Summer in the Hamptons (1995),188588,"Helena Mora, the head of an eccentric theatrical family, has decided to sell her large estate in the Hamptons because of her recent money troubles. Before she completes the sale, she wants to have one last gathering of family and friends, with dramatic performances. Bringing everyone together, though, creates rivalries and tension, especially for Oona, a temperamental but successful movie actress who seeks the approval of her creative peers.",https://image.tmdb.org/t/p/w500/g3m93gROYRRgu7lyQPzrka612uK.jpg,Comedy|Drama,1995,Victoria Foyt|Viveca Lindfors|Jon Robin Baitz|Savannah Smith Boucher|Roscoe Lee Browne,Henry Jaglom
85,Angels and Insects (1995),8447,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",https://image.tmdb.org/t/p/w500/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,Drama|Romance,1995,Mark Rylance|Kristin Scott Thomas|Patsy Kensit|Jeremy Kemp|Douglas Henshall,Philip Haas
86,White Squall (1996),10534,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",https://image.tmdb.org/t/p/w500/muhTVa52IufjTaqNseXFQUAEuyG.jpg,Drama|Adventure,1996,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto,Ridley Scott
87,Dunston Checks In (1996),17414,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",https://image.tmdb.org/t/p/w500/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,Family|Comedy|Adventure,1996,Sam the Orangutan|Jason Alexander|Faye Dunaway|Rupert Everett|Graham Sack,Ken Kwapis
88,Black Sheep (1996),13997,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",https://image.tmdb.org/t/p/w500/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,Comedy,1996,Chris Farley|David Spade|Tim Matheson|Gary Busey|Chris Owen,Penelope Spheeris
89,Nick of Time (1995),2086,An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.,https://image.tmdb.org/t/p/w500/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,Thriller|Crime|Action,1995,Johnny Depp|Courtney Chase|Charles S. Dutton|Christopher Walken|Roma Maffia,John Badham
90,"Journey of August King, The (1995)",61548,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",https://image.tmdb.org/t/p/w500/1kWPXnCyUo20QCrv8lwQhTFPj9f.jpg,Drama,1995,Jason Patric|Thandiwe Newton|Larry Drake|Sam Waterston|Eric Mabius,John Duigan
92,Mary Reilly (1996),9095,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",https://image.tmdb.org/t/p/w500/cW5wTiv5fdtBOd22utmAIZBCMS3.jpg,Drama|Horror|Thriller,1996,Julia Roberts|John Malkovich|George Cole|Michael Gambon|Glenn Close,Stephen Frears
